"","State","Month","Race","Vaccine","Population","Republican.Rep.","Democratics.Rep.","Region","Season"
"1003","Arizona","Apr","Black",1.4,2.555208462,0.4,0.39,"West","Far"
"1004","Arkansas","Apr","Black",0,8.74699952,0.46,0.38,"South","Far"
"1005","California","Apr","Black",2.6,13.87572849,0.3,0.49,"West","Far"
"1006","Colorado","Apr","Black",0.199999999999996,2.116070568,0.41,0.42,"West","Far"
"1007","Connecticut","Apr","Black",0.600000000000001,73.13106295,0.32,0.5,"Northeast","Far"
"1008","Delaware","Apr","Black",2.8,105.7237852,0.29,0.55,"South","Far"
"1009","Florida","Apr","Black",0.399999999999999,59.7153916,0.37,0.44,"South","Far"
"1010","Georgia","Apr","Black",0,56.03292529,0.41,0.41,"South","Far"
"1011","Hawaii","Apr","Black",1.7,3.523120037,0.28,0.51,"West","Far"
"1012","Idaho","Apr","Black",0,0.132288432,0.49,0.32,"West","Far"
"1013","Illinois","Apr","Black",0,32.20750814,0.33,0.48,"Midwest","Far"
"1014","Indiana","Apr","Black",0,17.0917201,0.42,0.37,"Midwest","Far"
"1015","Iowa","Apr","Black",0,1.861100671,0.41,0.4,"Midwest","Far"
"1016","Kansas","Apr","Black",0,1.969470687,0.46,0.31,"Midwest","Far"
"1017","Kentucky","Apr","Black",2.8,8.95572838,0.44,0.43,"South","Far"
"1018","Louisiana","Apr","Black",1.4,34.56803471,0.41,0.43,"South","Far"
"1019","Maine","Apr","Black",0,0.510643123,0.36,0.47,"Northeast","Far"
"1020","Maryland","Apr","Black",1.5,181.7587724,0.31,0.55,"South","Far"
"1021","Massachusetts","Apr","Black",3.7,60.96529727,0.27,0.56,"Northeast","Far"
"1022","Michigan","Apr","Black",0.0999999999999943,24.04117512,0.34,0.47,"Midwest","Far"
"1023","Minnesota","Apr","Black",0,4.483326425,0.39,0.46,"Midwest","Far"
"1024","Mississippi","Apr","Black",0,24.09351153,0.44,0.42,"South","Far"
"1025","Missouri","Apr","Black",1.7,10.07678017,0.41,0.42,"Midwest","Far"
"1026","Montana","Apr","Black",0,0.030091511,0.49,0.3,"West","Far"
"1027","Nebraska","Apr","Black",2.2,1.133575275,0.47,0.36,"Midwest","Far"
"1028","Nevada","Apr","Black",0,2.417645666,0.37,0.46,"West","Far"
"1029","New Hampshire","Apr","Black",0,2.009477088,0.35,0.44,"Northeast","Far"
"1030","New Jersey","Apr","Black",NA,154.7811026,0.3,0.51,"Northeast","Far"
"1031","New Mexico","Apr","Black",0,0.313286368,0.37,0.48,"West","Far"
"1032","New York","Apr","Black",0.100000000000001,60.27615196,0.28,0.53,"Northeast","Far"
"1033","North Carolina","Apr","Black",0.200000000000003,44.65735457,0.41,0.43,"South","Far"
"1034","North Dakota","Apr","Black",0,0.330898339,0.5,0.33,"Midwest","Far"
"1035","Ohio","Apr","Black",2.4,34.69904525,0.42,0.4,"Midwest","Far"
"1036","Oklahoma","Apr","Black",0,4.121609226,0.45,0.4,"South","Far"
"1037","Oregon","Apr","Black",0,0.774402883,0.32,0.47,"West","Far"
"1038","Pennsylvania","Apr","Black",1.1,30.51796073,0.39,0.46,"Northeast","Far"
"1039","Rhode Island","Apr","Black",0,55.31528046,0.3,0.48,"Northeast","Far"
"1040","South Carolina","Apr","Black",1.2,44.65946,0.43,0.39,"South","Far"
"1041","South Dakota","Apr","Black",0.899999999999999,0.215354818,0.53,0.37,"Midwest","Far"
"1042","Tennessee","Apr","Black",0.399999999999999,27.05451237,0.48,0.36,"South","Far"
"1043","Texas","Apr","Black",0.600000000000001,12.71487588,0.39,0.4,"South","Far"
"1044","Utah","Apr","Black",0,0.434341836,0.54,0.3,"West","Far"
"1045","Vermont","Apr","Black",0,0.835874149,0.29,0.57,"Northeast","Far"
"1046","Virginia","Apr","Black",1.2,40.28079701,0.43,0.39,"South","Far"
"1047","Washington","Apr","Black",0.299999999999997,3.938166471,0.33,0.44,"West","Far"
"1048","West Virginia","Apr","Black",0,2.962510898,0.43,0.41,"South","Far"
"1049","Wisconsin","Apr","Black",0,6.670729462,0.42,0.42,"Midwest","Far"
"1050","Wyoming","Apr","Black",0.699999999999996,0.053076567,0.57,0.25,"West","Far"
"1051","Alabama","May","Black",0.5,25.66098522,0.52,0.35,"South","Far"
"1052","Alaska","May","Black",0,0.037137184,0.39,0.32,"West","Far"
"1053","Arizona","May","Black",0,2.555208462,0.4,0.39,"West","Far"
"1054","Arkansas","May","Black",0,8.74699952,0.46,0.38,"South","Far"
"1055","California","May","Black",2.9,13.87572849,0.3,0.49,"West","Far"
"1056","Colorado","May","Black",0,2.116070568,0.41,0.42,"West","Far"
"1057","Connecticut","May","Black",0.799999999999997,73.13106295,0.32,0.5,"Northeast","Far"
"1058","Delaware","May","Black",0,105.7237852,0.29,0.55,"South","Far"
"1059","Florida","May","Black",0.600000000000001,59.7153916,0.37,0.44,"South","Far"
"1060","Georgia","May","Black",0.5,56.03292529,0.41,0.41,"South","Far"
"1061","Hawaii","May","Black",0.700000000000003,3.523120037,0.28,0.51,"West","Far"
"1062","Idaho","May","Black",0,0.132288432,0.49,0.32,"West","Far"
"1063","Illinois","May","Black",0,32.20750814,0.33,0.48,"Midwest","Far"
"1064","Indiana","May","Black",0.600000000000001,17.0917201,0.42,0.37,"Midwest","Far"
"1065","Iowa","May","Black",0,1.861100671,0.41,0.4,"Midwest","Far"
"1066","Kansas","May","Black",0,1.969470687,0.46,0.31,"Midwest","Far"
"1067","Kentucky","May","Black",0,8.95572838,0.44,0.43,"South","Far"
"1068","Louisiana","May","Black",0.300000000000004,34.56803471,0.41,0.43,"South","Far"
"1069","Maine","May","Black",0,0.510643123,0.36,0.47,"Northeast","Far"
"1070","Maryland","May","Black",0.300000000000004,181.7587724,0.31,0.55,"South","Far"
"1071","Massachusetts","May","Black",0,60.96529727,0.27,0.56,"Northeast","Far"
"1072","Michigan","May","Black",0,24.04117512,0.34,0.47,"Midwest","Far"
"1073","Minnesota","May","Black",0,4.483326425,0.39,0.46,"Midwest","Far"
"1074","Mississippi","May","Black",0,24.09351153,0.44,0.42,"South","Far"
"1075","Missouri","May","Black",0,10.07678017,0.41,0.42,"Midwest","Far"
"1076","Montana","May","Black",0,0.030091511,0.49,0.3,"West","Far"
"1077","Nebraska","May","Black",0,1.133575275,0.47,0.36,"Midwest","Far"
"1078","Nevada","May","Black",0,2.417645666,0.37,0.46,"West","Far"
"1079","New Hampshire","May","Black",0,2.009477088,0.35,0.44,"Northeast","Far"
"1080","New Jersey","May","Black",NA,154.7811026,0.3,0.51,"Northeast","Far"
"1081","New Mexico","May","Black",0,0.313286368,0.37,0.48,"West","Far"
"1082","New York","May","Black",0.899999999999999,60.27615196,0.28,0.53,"Northeast","Far"
"1083","North Carolina","May","Black",0.199999999999996,44.65735457,0.41,0.43,"South","Far"
"1084","North Dakota","May","Black",0,0.330898339,0.5,0.33,"Midwest","Far"
"1085","Ohio","May","Black",0,34.69904525,0.42,0.4,"Midwest","Far"
"1086","Oklahoma","May","Black",0,4.121609226,0.45,0.4,"South","Far"
"1087","Oregon","May","Black",0,0.774402883,0.32,0.47,"West","Far"
"1088","Pennsylvania","May","Black",0.200000000000003,30.51796073,0.39,0.46,"Northeast","Far"
"1089","Rhode Island","May","Black",0,55.31528046,0.3,0.48,"Northeast","Far"
"1090","South Carolina","May","Black",0,44.65946,0.43,0.39,"South","Far"
"1091","South Dakota","May","Black",0,0.215354818,0.53,0.37,"Midwest","Far"
"1092","Tennessee","May","Black",0,27.05451237,0.48,0.36,"South","Far"
"1093","Texas","May","Black",0,12.71487588,0.39,0.4,"South","Far"
"1094","Utah","May","Black",0,0.434341836,0.54,0.3,"West","Far"
"1095","Vermont","May","Black",0,0.835874149,0.29,0.57,"Northeast","Far"
"1096","Virginia","May","Black",0,40.28079701,0.43,0.39,"South","Far"
"1097","Washington","May","Black",0,3.938166471,0.33,0.44,"West","Far"
"1098","West Virginia","May","Black",0,2.962510898,0.43,0.41,"South","Far"
"1099","Wisconsin","May","Black",0,6.670729462,0.42,0.42,"Midwest","Far"
"1100","Wyoming","May","Black",0,0.053076567,0.57,0.25,"West","Far"
"1101","Alabama","Jul","Hispanic",0,3.979704433,0.52,0.35,"South","Far"
"1102","Alaska","Jul","Hispanic",0,0.090620898,0.39,0.32,"West","Far"
"1103","Arizona","Jul","Hispanic",0,19.37816124,0.4,0.39,"West","Far"
"1104","Arkansas","Jul","Hispanic",0,4.296956313,0.46,0.38,"South","Far"
"1105","California","Jul","Hispanic",1.5,99.23067454,0.3,0.49,"West","Far"
"1106","Colorado","Jul","Hispanic",0,11.63331727,0.41,0.42,"West","Far"
"1107","Connecticut","Jul","Hispanic",0,119.4701754,0.32,0.5,"Northeast","Far"
"1108","Delaware","Jul","Hispanic",1.1,45.80051151,0.29,0.55,"South","Far"
"1109","Florida","Jul","Hispanic",0.8,99.46589625,0.37,0.44,"South","Far"
"1110","Georgia","Jul","Hispanic",1.4,17.29090627,0.41,0.41,"South","Far"
"1111","Hawaii","Jul","Hispanic",0,23.37303441,0.28,0.51,"West","Far"
"1112","Idaho","Jul","Hispanic",0,2.581467293,0.49,0.32,"West","Far"
"1113","Illinois","Jul","Hispanic",1.2,39.6979296,0.33,0.48,"Midwest","Far"
"1114","Indiana","Jul","Hispanic",0,12.86919431,0.42,0.37,"Midwest","Far"
"1115","Iowa","Jul","Hispanic",0,3.324313199,0.41,0.4,"Midwest","Far"
"1116","Kansas","Jul","Hispanic",0,4.222651333,0.46,0.31,"Midwest","Far"
"1117","Kentucky","Jul","Hispanic",0,3.905240109,0.44,0.43,"South","Far"
"1118","Louisiana","Jul","Hispanic",0,5.591975394,0.41,0.43,"South","Far"
"1119","Maine","Jul","Hispanic",0,0.709509153,0.36,0.47,"Northeast","Far"
"1120","Maryland","Jul","Hispanic",0,62.68122762,0.31,0.55,"South","Far"
"1121","Massachusetts","Jul","Hispanic",2.8,103.5075274,0.27,0.56,"Northeast","Far"
"1122","Michigan","Jul","Hispanic",0,8.921240206,0.34,0.47,"Midwest","Far"
"1123","Minnesota","Jul","Hispanic",0,3.72616401,0.39,0.46,"Midwest","Far"
"1124","Mississippi","Jul","Hispanic",0,1.833887539,0.44,0.42,"South","Far"
"1125","Missouri","Jul","Hispanic",0,3.71277831,0.41,0.42,"Midwest","Far"
"1126","Montana","Jul","Hispanic",0,0.267477809,0.49,0.3,"West","Far"
"1127","Nebraska","Jul","Hispanic",0,2.730521085,0.47,0.36,"Midwest","Far"
"1128","Nevada","Jul","Hispanic",0.7,7.874460412,0.37,0.46,"West","Far"
"1129","New Hampshire","Jul","Hispanic",0,5.618575092,0.35,0.44,"Northeast","Far"
"1130","New Jersey","Jul","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Far"
"1131","New Mexico","Jul","Hispanic",1,8.39075516,0.37,0.48,"West","Far"
"1132","New York","Jul","Hispanic",1,80.71434017,0.28,0.53,"Northeast","Far"
"1133","North Carolina","Jul","Hispanic",1.6,19.75586026,0.41,0.43,"South","Far"
"1134","North Dakota","Jul","Hispanic",0,0.383786996,0.5,0.33,"Midwest","Far"
"1135","Ohio","Jul","Hispanic",0,10.66495739,0.42,0.4,"Midwest","Far"
"1136","Oklahoma","Jul","Hispanic",0,6.082033809,0.45,0.4,"South","Far"
"1137","Oregon","Jul","Hispanic",0,5.634448923,0.32,0.47,"West","Far"
"1138","Pennsylvania","Jul","Hispanic",0,20.93770638,0.39,0.46,"Northeast","Far"
"1139","Rhode Island","Jul","Hispanic",0.8,157.9748549,0.3,0.48,"Northeast","Far"
"1140","South Carolina","Jul","Hispanic",0,9.497857926,0.43,0.39,"South","Far"
"1141","South Dakota","Jul","Hispanic",0,0.412105721,0.53,0.37,"Midwest","Far"
"1142","Tennessee","Jul","Hispanic",0,8.762809316,0.48,0.36,"South","Far"
"1143","Texas","Jul","Hispanic",0.8,42.6046374,0.39,0.4,"South","Far"
"1144","Utah","Jul","Hispanic",0,5.285390906,0.54,0.3,"West","Far"
"1145","Vermont","Jul","Hispanic",0,1.290085415,0.29,0.57,"Northeast","Far"
"1146","Virginia","Jul","Hispanic",0,19.96722057,0.43,0.39,"South","Far"
"1147","Washington","Jul","Hispanic",1.9,14.12982488,0.33,0.44,"West","Far"
"1148","West Virginia","Jul","Hispanic",0,0.946859302,0.43,0.41,"South","Far"
"1149","Wisconsin","Jul","Hispanic",0,7.324943845,0.42,0.42,"Midwest","Far"
"1150","Wyoming","Jul","Hispanic",0,0.598547964,0.57,0.25,"West","Far"
"1151","Alabama","Aug","Hispanic",7.1,3.979704433,0.52,0.35,"South","Far"
"1152","Alaska","Aug","Hispanic",4.1,0.090620898,0.39,0.32,"West","Far"
"1153","Arizona","Aug","Hispanic",3.9,19.37816124,0.4,0.39,"West","Far"
"1154","Arkansas","Aug","Hispanic",4.2,4.296956313,0.46,0.38,"South","Far"
"1155","California","Aug","Hispanic",2.7,99.23067454,0.3,0.49,"West","Far"
"1156","Colorado","Aug","Hispanic",4,11.63331727,0.41,0.42,"West","Far"
"1157","Connecticut","Aug","Hispanic",3.8,119.4701754,0.32,0.5,"Northeast","Far"
"1158","Delaware","Aug","Hispanic",3.6,45.80051151,0.29,0.55,"South","Far"
"1159","Florida","Aug","Hispanic",3.1,99.46589625,0.37,0.44,"South","Far"
"1160","Georgia","Aug","Hispanic",2.9,17.29090627,0.41,0.41,"South","Far"
"1161","Hawaii","Aug","Hispanic",2.9,23.37303441,0.28,0.51,"West","Far"
"1162","Idaho","Aug","Hispanic",0,2.581467293,0.49,0.32,"West","Far"
"1163","Illinois","Aug","Hispanic",2.7,39.6979296,0.33,0.48,"Midwest","Far"
"1164","Indiana","Aug","Hispanic",5.5,12.86919431,0.42,0.37,"Midwest","Far"
"1165","Iowa","Aug","Hispanic",3.6,3.324313199,0.41,0.4,"Midwest","Far"
"1166","Kansas","Aug","Hispanic",5.4,4.222651333,0.46,0.31,"Midwest","Far"
"1167","Kentucky","Aug","Hispanic",0,3.905240109,0.44,0.43,"South","Far"
"1168","Louisiana","Aug","Hispanic",7.7,5.591975394,0.41,0.43,"South","Far"
"1169","Maine","Aug","Hispanic",0,0.709509153,0.36,0.47,"Northeast","Far"
"1170","Maryland","Aug","Hispanic",3.8,62.68122762,0.31,0.55,"South","Far"
"1171","Massachusetts","Aug","Hispanic",4.8,103.5075274,0.27,0.56,"Northeast","Far"
"1172","Michigan","Aug","Hispanic",0,8.921240206,0.34,0.47,"Midwest","Far"
"1173","Minnesota","Aug","Hispanic",2.8,3.72616401,0.39,0.46,"Midwest","Far"
"1174","Mississippi","Aug","Hispanic",5.8,1.833887539,0.44,0.42,"South","Far"
"1175","Missouri","Aug","Hispanic",6,3.71277831,0.41,0.42,"Midwest","Far"
"1176","Montana","Aug","Hispanic",0,0.267477809,0.49,0.3,"West","Far"
"1177","Nebraska","Aug","Hispanic",3.5,2.730521085,0.47,0.36,"Midwest","Far"
"1178","Nevada","Aug","Hispanic",1.9,7.874460412,0.37,0.46,"West","Far"
"1179","New Hampshire","Aug","Hispanic",0,5.618575092,0.35,0.44,"Northeast","Far"
"1180","New Jersey","Aug","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Far"
"1181","New Mexico","Aug","Hispanic",2.6,8.39075516,0.37,0.48,"West","Far"
"1182","New York","Aug","Hispanic",2.2,80.71434017,0.28,0.53,"Northeast","Far"
"1183","North Carolina","Aug","Hispanic",4.8,19.75586026,0.41,0.43,"South","Far"
"1184","North Dakota","Aug","Hispanic",0,0.383786996,0.5,0.33,"Midwest","Far"
"1185","Ohio","Aug","Hispanic",5.9,10.66495739,0.42,0.4,"Midwest","Far"
"1186","Oklahoma","Aug","Hispanic",3.6,6.082033809,0.45,0.4,"South","Far"
"1187","Oregon","Aug","Hispanic",2.4,5.634448923,0.32,0.47,"West","Far"
"1188","Pennsylvania","Aug","Hispanic",4.2,20.93770638,0.39,0.46,"Northeast","Far"
"1189","Rhode Island","Aug","Hispanic",2.5,157.9748549,0.3,0.48,"Northeast","Far"
"1190","South Carolina","Aug","Hispanic",5.3,9.497857926,0.43,0.39,"South","Far"
"1191","South Dakota","Aug","Hispanic",0,0.412105721,0.53,0.37,"Midwest","Far"
"1192","Tennessee","Aug","Hispanic",6.3,8.762809316,0.48,0.36,"South","Far"
"1193","Texas","Aug","Hispanic",3,42.6046374,0.39,0.4,"South","Far"
"1194","Utah","Aug","Hispanic",2.2,5.285390906,0.54,0.3,"West","Far"
"1195","Vermont","Aug","Hispanic",0,1.290085415,0.29,0.57,"Northeast","Far"
"1196","Virginia","Aug","Hispanic",3.7,19.96722057,0.43,0.39,"South","Far"
"1197","Washington","Aug","Hispanic",2.7,14.12982488,0.33,0.44,"West","Far"
"1198","West Virginia","Aug","Hispanic",0,0.946859302,0.43,0.41,"South","Far"
"1199","Wisconsin","Aug","Hispanic",2.5,7.324943845,0.42,0.42,"Midwest","Far"
"1200","Wyoming","Aug","Hispanic",0,0.598547964,0.57,0.25,"West","Far"
"1201","Alabama","Sep","Hispanic",8.4,3.979704433,0.52,0.35,"South","Near"
"1202","Alaska","Sep","Hispanic",4.2,0.090620898,0.39,0.32,"West","Near"
"1203","Arizona","Sep","Hispanic",5.9,19.37816124,0.4,0.39,"West","Near"
"1204","Arkansas","Sep","Hispanic",6.7,4.296956313,0.46,0.38,"South","Near"
"1205","California","Sep","Hispanic",5.2,99.23067454,0.3,0.49,"West","Near"
"1206","Colorado","Sep","Hispanic",5.5,11.63331727,0.41,0.42,"West","Near"
"1207","Connecticut","Sep","Hispanic",6.2,119.4701754,0.32,0.5,"Northeast","Near"
"1208","Delaware","Sep","Hispanic",7.4,45.80051151,0.29,0.55,"South","Near"
"1209","Florida","Sep","Hispanic",5.6,99.46589625,0.37,0.44,"South","Near"
"1210","Georgia","Sep","Hispanic",5.2,17.29090627,0.41,0.41,"South","Near"
"1211","Hawaii","Sep","Hispanic",6.9,23.37303441,0.28,0.51,"West","Near"
"1212","Idaho","Sep","Hispanic",6.8,2.581467293,0.49,0.32,"West","Near"
"1213","Illinois","Sep","Hispanic",7.3,39.6979296,0.33,0.48,"Midwest","Near"
"1214","Indiana","Sep","Hispanic",5.6,12.86919431,0.42,0.37,"Midwest","Near"
"1215","Iowa","Sep","Hispanic",7.4,3.324313199,0.41,0.4,"Midwest","Near"
"1216","Kansas","Sep","Hispanic",3.6,4.222651333,0.46,0.31,"Midwest","Near"
"1217","Kentucky","Sep","Hispanic",13.1,3.905240109,0.44,0.43,"South","Near"
"1218","Louisiana","Sep","Hispanic",6,5.591975394,0.41,0.43,"South","Near"
"1219","Maine","Sep","Hispanic",10.5,0.709509153,0.36,0.47,"Northeast","Near"
"1220","Maryland","Sep","Hispanic",9,62.68122762,0.31,0.55,"South","Near"
"1221","Massachusetts","Sep","Hispanic",9.8,103.5075274,0.27,0.56,"Northeast","Near"
"1222","Michigan","Sep","Hispanic",9.4,8.921240206,0.34,0.47,"Midwest","Near"
"1223","Minnesota","Sep","Hispanic",6.7,3.72616401,0.39,0.46,"Midwest","Near"
"1224","Mississippi","Sep","Hispanic",8,1.833887539,0.44,0.42,"South","Near"
"1225","Missouri","Sep","Hispanic",4.3,3.71277831,0.41,0.42,"Midwest","Near"
"1226","Montana","Sep","Hispanic",7.6,0.267477809,0.49,0.3,"West","Near"
"1227","Nebraska","Sep","Hispanic",5.7,2.730521085,0.47,0.36,"Midwest","Near"
"1228","Nevada","Sep","Hispanic",3,7.874460412,0.37,0.46,"West","Near"
"1229","New Hampshire","Sep","Hispanic",0,5.618575092,0.35,0.44,"Northeast","Near"
"1230","New Jersey","Sep","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Near"
"1231","New Mexico","Sep","Hispanic",6.8,8.39075516,0.37,0.48,"West","Near"
"1232","New York","Sep","Hispanic",7.9,80.71434017,0.28,0.53,"Northeast","Near"
"1233","North Carolina","Sep","Hispanic",6.7,19.75586026,0.41,0.43,"South","Near"
"1234","North Dakota","Sep","Hispanic",0,0.383786996,0.5,0.33,"Midwest","Near"
"1235","Ohio","Sep","Hispanic",8.1,10.66495739,0.42,0.4,"Midwest","Near"
"1236","Oklahoma","Sep","Hispanic",4.9,6.082033809,0.45,0.4,"South","Near"
"1237","Oregon","Sep","Hispanic",5.2,5.634448923,0.32,0.47,"West","Near"
"1238","Pennsylvania","Sep","Hispanic",9.1,20.93770638,0.39,0.46,"Northeast","Near"
"1239","Rhode Island","Sep","Hispanic",9.7,157.9748549,0.3,0.48,"Northeast","Near"
"1240","South Carolina","Sep","Hispanic",4.4,9.497857926,0.43,0.39,"South","Near"
"1241","South Dakota","Sep","Hispanic",8.7,0.412105721,0.53,0.37,"Midwest","Near"
"1242","Tennessee","Sep","Hispanic",8.1,8.762809316,0.48,0.36,"South","Near"
"1243","Texas","Sep","Hispanic",5.9,42.6046374,0.39,0.4,"South","Near"
"1244","Utah","Sep","Hispanic",5.3,5.285390906,0.54,0.3,"West","Near"
"1245","Vermont","Sep","Hispanic",0,1.290085415,0.29,0.57,"Northeast","Near"
"1246","Virginia","Sep","Hispanic",7.8,19.96722057,0.43,0.39,"South","Near"
"1247","Washington","Sep","Hispanic",8.2,14.12982488,0.33,0.44,"West","Near"
"1248","West Virginia","Sep","Hispanic",10.7,0.946859302,0.43,0.41,"South","Near"
"1249","Wisconsin","Sep","Hispanic",6.6,7.324943845,0.42,0.42,"Midwest","Near"
"1250","Wyoming","Sep","Hispanic",5,0.598547964,0.57,0.25,"West","Near"
"1251","Alabama","Oct","Hispanic",22.6,3.979704433,0.52,0.35,"South","Near"
"1252","Alaska","Oct","Hispanic",14.3,0.090620898,0.39,0.32,"West","Near"
"1253","Arizona","Oct","Hispanic",14.5,19.37816124,0.4,0.39,"West","Near"
"1254","Arkansas","Oct","Hispanic",14.5,4.296956313,0.46,0.38,"South","Near"
"1255","California","Oct","Hispanic",11.8,99.23067454,0.3,0.49,"West","Near"
"1256","Colorado","Oct","Hispanic",17.4,11.63331727,0.41,0.42,"West","Near"
"1257","Connecticut","Oct","Hispanic",12.1,119.4701754,0.32,0.5,"Northeast","Near"
"1258","Delaware","Oct","Hispanic",15.4,45.80051151,0.29,0.55,"South","Near"
"1259","Florida","Oct","Hispanic",8.9,99.46589625,0.37,0.44,"South","Near"
"1260","Georgia","Oct","Hispanic",9.7,17.29090627,0.41,0.41,"South","Near"
"1261","Hawaii","Oct","Hispanic",11.1,23.37303441,0.28,0.51,"West","Near"
"1262","Idaho","Oct","Hispanic",18.8,2.581467293,0.49,0.32,"West","Near"
"1263","Illinois","Oct","Hispanic",10.5,39.6979296,0.33,0.48,"Midwest","Near"
"1264","Indiana","Oct","Hispanic",12.1,12.86919431,0.42,0.37,"Midwest","Near"
"1265","Iowa","Oct","Hispanic",15.3,3.324313199,0.41,0.4,"Midwest","Near"
"1266","Kansas","Oct","Hispanic",17.2,4.222651333,0.46,0.31,"Midwest","Near"
"1267","Kentucky","Oct","Hispanic",12.3,3.905240109,0.44,0.43,"South","Near"
"1268","Louisiana","Oct","Hispanic",14.2,5.591975394,0.41,0.43,"South","Near"
"1269","Maine","Oct","Hispanic",18,0.709509153,0.36,0.47,"Northeast","Near"
"1270","Maryland","Oct","Hispanic",14.5,62.68122762,0.31,0.55,"South","Near"
"1271","Massachusetts","Oct","Hispanic",15.6,103.5075274,0.27,0.56,"Northeast","Near"
"1272","Michigan","Oct","Hispanic",20.1,8.921240206,0.34,0.47,"Midwest","Near"
"1273","Minnesota","Oct","Hispanic",18.3,3.72616401,0.39,0.46,"Midwest","Near"
"1274","Mississippi","Oct","Hispanic",9.5,1.833887539,0.44,0.42,"South","Near"
"1275","Missouri","Oct","Hispanic",16.1,3.71277831,0.41,0.42,"Midwest","Near"
"1276","Montana","Oct","Hispanic",15.5,0.267477809,0.49,0.3,"West","Near"
"1277","Nebraska","Oct","Hispanic",15.9,2.730521085,0.47,0.36,"Midwest","Near"
"1278","Nevada","Oct","Hispanic",9.1,7.874460412,0.37,0.46,"West","Near"
"1279","New Hampshire","Oct","Hispanic",27.6,5.618575092,0.35,0.44,"Northeast","Near"
"1280","New Jersey","Oct","Hispanic",NA,248.0702251,0.3,0.51,"Northeast","Near"
"1281","New Mexico","Oct","Hispanic",16.2,8.39075516,0.37,0.48,"West","Near"
"1282","New York","Oct","Hispanic",11.8,80.71434017,0.28,0.53,"Northeast","Near"
"1283","North Carolina","Oct","Hispanic",15,19.75586026,0.41,0.43,"South","Near"
"1284","North Dakota","Oct","Hispanic",23.8,0.383786996,0.5,0.33,"Midwest","Near"
"1285","Ohio","Oct","Hispanic",15.5,10.66495739,0.42,0.4,"Midwest","Near"
"1286","Oklahoma","Oct","Hispanic",20.3,6.082033809,0.45,0.4,"South","Near"
"1287","Oregon","Oct","Hispanic",16.5,5.634448923,0.32,0.47,"West","Near"
"1288","Pennsylvania","Oct","Hispanic",12.8,20.93770638,0.39,0.46,"Northeast","Near"
"1289","Rhode Island","Oct","Hispanic",16,157.9748549,0.3,0.48,"Northeast","Near"
"1290","South Carolina","Oct","Hispanic",10.5,9.497857926,0.43,0.39,"South","Near"
"1291","South Dakota","Oct","Hispanic",16.8,0.412105721,0.53,0.37,"Midwest","Near"
"1292","Tennessee","Oct","Hispanic",16.5,8.762809316,0.48,0.36,"South","Near"
"1293","Texas","Oct","Hispanic",13.9,42.6046374,0.39,0.4,"South","Near"
"1294","Utah","Oct","Hispanic",12.9,5.285390906,0.54,0.3,"West","Near"
"1295","Vermont","Oct","Hispanic",29.8,1.290085415,0.29,0.57,"Northeast","Near"
"1296","Virginia","Oct","Hispanic",14.9,19.96722057,0.43,0.39,"South","Near"
"1297","Washington","Oct","Hispanic",15.9,14.12982488,0.33,0.44,"West","Near"
"1298","West Virginia","Oct","Hispanic",14.6,0.946859302,0.43,0.41,"South","Near"
"1299","Wisconsin","Oct","Hispanic",13.9,7.324943845,0.42,0.42,"Midwest","Near"
"1300","Wyoming","Oct","Hispanic",15.2,0.598547964,0.57,0.25,"West","Near"
"1301","Alabama","Nov","Hispanic",8.9,3.979704433,0.52,0.35,"South","Near"
"1302","Alaska","Nov","Hispanic",6.4,0.090620898,0.39,0.32,"West","Near"
"1303","Arizona","Nov","Hispanic",7.6,19.37816124,0.4,0.39,"West","Near"
"1304","Arkansas","Nov","Hispanic",10.2,4.296956313,0.46,0.38,"South","Near"
"1305","California","Nov","Hispanic",8.1,99.23067454,0.3,0.49,"West","Near"
"1306","Colorado","Nov","Hispanic",8.7,11.63331727,0.41,0.42,"West","Near"
"1307","Connecticut","Nov","Hispanic",9.7,119.4701754,0.32,0.5,"Northeast","Near"
"1308","Delaware","Nov","Hispanic",8.4,45.80051151,0.29,0.55,"South","Near"
"1309","Florida","Nov","Hispanic",6.5,99.46589625,0.37,0.44,"South","Near"
"1310","Georgia","Nov","Hispanic",8,17.29090627,0.41,0.41,"South","Near"
"1311","Hawaii","Nov","Hispanic",9.4,23.37303441,0.28,0.51,"West","Near"
"1312","Idaho","Nov","Hispanic",5,2.581467293,0.49,0.32,"West","Near"
"1313","Illinois","Nov","Hispanic",8.8,39.6979296,0.33,0.48,"Midwest","Near"
"1314","Indiana","Nov","Hispanic",10.3,12.86919431,0.42,0.37,"Midwest","Near"
"1315","Iowa","Nov","Hispanic",11.5,3.324313199,0.41,0.4,"Midwest","Near"
"1316","Kansas","Nov","Hispanic",10.1,4.222651333,0.46,0.31,"Midwest","Near"
"1317","Kentucky","Nov","Hispanic",10.4,3.905240109,0.44,0.43,"South","Near"
"1318","Louisiana","Nov","Hispanic",10.1,5.591975394,0.41,0.43,"South","Near"
"1319","Maine","Nov","Hispanic",8.2,0.709509153,0.36,0.47,"Northeast","Near"
"1320","Maryland","Nov","Hispanic",9.2,62.68122762,0.31,0.55,"South","Near"
