"","State","Month","Race","Vaccine","Population","Republican.Rep.","Democratics.Rep.","Region","Season"
"1954","Arkansas","Jan","Other",1.2,2.11362458,0.46,0.38,"South","Flu"
"1955","California","Jan","Other",3.7,73.78105185,0.3,0.49,"West","Flu"
"1956","Colorado","Jan","Other",4.2,3.70629519,0.41,0.42,"West","Flu"
"1957","Connecticut","Jan","Other",1.3,68.6509804,0.32,0.5,"Northeast","Flu"
"1958","Delaware","Jan","Other",0.900000000000006,40.48695652,0.29,0.55,"South","Flu"
"1959","Florida","Jan","Other",2.40000000000001,22.20356687,0.37,0.44,"South","Flu"
"1960","Georgia","Jan","Other",3.09999999999999,14.4075174,0.41,0.41,"South","Flu"
"1961","Hawaii","Jan","Other",3.90000000000001,166.1872957,0.28,0.51,"West","Flu"
"1962","Idaho","Jan","Other",3.7,0.779833477,0.49,0.32,"West","Flu"
"1963","Illinois","Jan","Other",2.6,25.04246937,0.33,0.48,"Midwest","Flu"
"1964","Indiana","Jan","Other",1.3,8.444828548,0.42,0.37,"Midwest","Flu"
"1965","Iowa","Jan","Other",4.3,3.037118568,0.41,0.4,"Midwest","Flu"
"1966","Kansas","Jan","Other",2.9,2.302396636,0.46,0.31,"Midwest","Flu"
"1967","Kentucky","Jan","Other",4.4,3.413973623,0.44,0.43,"South","Flu"
"1968","Louisiana","Jan","Other",2.3,4.357985585,0.41,0.43,"South","Flu"
"1969","Maine","Jan","Other",1.4,1.247594363,0.36,0.47,"Northeast","Flu"
"1970","Maryland","Jan","Other",2.9,80.86680307,0.31,0.55,"South","Flu"
"1971","Massachusetts","Jan","Other",2.8,116.1088288,0.27,0.56,"Northeast","Flu"
"1972","Michigan","Jan","Other",1.7,11.64104424,0.34,0.47,"Midwest","Flu"
"1973","Minnesota","Jan","Other",6,7.512591532,0.39,0.46,"Midwest","Flu"
"1974","Mississippi","Jan","Other",4.1,1.45316963,0.44,0.42,"South","Flu"
"1975","Missouri","Jan","Other",3.3,3.886702081,0.41,0.42,"Midwest","Flu"
"1976","Montana","Jan","Other",4.1,0.525502212,0.49,0.3,"West","Flu"
"1977","Nebraska","Jan","Other",4.2,1.385272769,0.47,0.36,"Midwest","Flu"
"1978","Nevada","Jan","Other",0.5,4.805374934,0.37,0.46,"West","Flu"
"1979","New Hampshire","Jan","Other",3.9,8.106143383,0.35,0.44,"Northeast","Flu"
"1980","New Jersey","Jan","Other",NA,239.0082221,0.3,0.51,"Northeast","Flu"
"1981","New Mexico","Jan","Other",3.2,1.961183208,0.37,0.48,"West","Flu"
"1982","New York","Jan","Other",4.8,73.68388955,0.28,0.53,"Northeast","Flu"
"1983","North Carolina","Jan","Other",2.8,14.31538651,0.41,0.43,"South","Flu"
"1984","North Dakota","Jan","Other",5.4,0.958677566,0.5,0.33,"Midwest","Flu"
"1985","Ohio","Jan","Other",3.59999999999999,12.95973433,0.42,0.4,"Midwest","Flu"
"1986","Oklahoma","Jan","Other",3,6.659794115,0.45,0.4,"South","Flu"
"1987","Oregon","Jan","Other",3.1,4.155484724,0.32,0.47,"West","Flu"
"1988","Pennsylvania","Jan","Other",5.7,20.06577421,0.39,0.46,"Northeast","Flu"
"1989","Rhode Island","Jan","Other",4.2,76.14119923,0.3,0.48,"Northeast","Flu"
"1990","South Carolina","Jan","Other",4.1,5.3850088,0.43,0.39,"South","Flu"
"1991","South Dakota","Jan","Other",2.8,1.262049066,0.53,0.37,"Midwest","Flu"
"1992","Tennessee","Jan","Other",1.2,6.072852984,0.48,0.36,"South","Flu"
"1993","Texas","Jan","Other",7.6,10.54462534,0.39,0.4,"South","Flu"
"1994","Utah","Jan","Other",4,2.180082271,0.54,0.3,"West","Flu"
"1995","Vermont","Jan","Other",0.400000000000006,2.607525138,0.29,0.57,"Northeast","Flu"
"1996","Virginia","Jan","Other",3.3,27.76231123,0.43,0.39,"South","Flu"
"1997","Washington","Jan","Other",5,19.93651437,0.33,0.44,"West","Flu"
"1998","West Virginia","Jan","Other",2.5,1.236393075,0.43,0.41,"South","Flu"
"1999","Wisconsin","Jan","Other",0.5,6.661818316,0.42,0.42,"Midwest","Flu"
"2000","Wyoming","Jan","Other",6.1,0.22154369,0.57,0.25,"West","Flu"
"2001","Alabama","Feb","Other",1.5,3.018660098,0.52,0.35,"South","Flu"
"2002","Alaska","Feb","Other",4,0.35448557,0.39,0.32,"West","Flu"
"2003","Arizona","Feb","Other",3.2,6.38950388,0.4,0.39,"West","Flu"
"2004","Arkansas","Feb","Other",1.6,2.11362458,0.46,0.38,"South","Flu"
"2005","California","Feb","Other",1.4,73.78105185,0.3,0.49,"West","Flu"
"2006","Colorado","Feb","Other",4.3,3.70629519,0.41,0.42,"West","Flu"
"2007","Connecticut","Feb","Other",1.9,68.6509804,0.32,0.5,"Northeast","Flu"
"2008","Delaware","Feb","Other",0,40.48695652,0.29,0.55,"South","Flu"
"2009","Florida","Feb","Other",0.699999999999996,22.20356687,0.37,0.44,"South","Flu"
"2010","Georgia","Feb","Other",1.1,14.4075174,0.41,0.41,"South","Flu"
"2011","Hawaii","Feb","Other",3.3,166.1872957,0.28,0.51,"West","Flu"
"2012","Idaho","Feb","Other",3.1,0.779833477,0.49,0.32,"West","Flu"
"2013","Illinois","Feb","Other",3.8,25.04246937,0.33,0.48,"Midwest","Flu"
"2014","Indiana","Feb","Other",2.7,8.444828548,0.42,0.37,"Midwest","Flu"
"2015","Iowa","Feb","Other",2.7,3.037118568,0.41,0.4,"Midwest","Flu"
"2016","Kansas","Feb","Other",2.8,2.302396636,0.46,0.31,"Midwest","Flu"
"2017","Kentucky","Feb","Other",0.399999999999999,3.413973623,0.44,0.43,"South","Flu"
"2018","Louisiana","Feb","Other",0.599999999999998,4.357985585,0.41,0.43,"South","Flu"
"2019","Maine","Feb","Other",0,1.247594363,0.36,0.47,"Northeast","Flu"
"2020","Maryland","Feb","Other",2.5,80.86680307,0.31,0.55,"South","Flu"
"2021","Massachusetts","Feb","Other",2.3,116.1088288,0.27,0.56,"Northeast","Flu"
"2022","Michigan","Feb","Other",0.5,11.64104424,0.34,0.47,"Midwest","Flu"
"2023","Minnesota","Feb","Other",1.1,7.512591532,0.39,0.46,"Midwest","Flu"
"2024","Mississippi","Feb","Other",2.2,1.45316963,0.44,0.42,"South","Flu"
"2025","Missouri","Feb","Other",0.0999999999999943,3.886702081,0.41,0.42,"Midwest","Flu"
"2026","Montana","Feb","Other",1.9,0.525502212,0.49,0.3,"West","Flu"
"2027","Nebraska","Feb","Other",1.3,1.385272769,0.47,0.36,"Midwest","Flu"
"2028","Nevada","Feb","Other",1.1,4.805374934,0.37,0.46,"West","Flu"
"2029","New Hampshire","Feb","Other",2,8.106143383,0.35,0.44,"Northeast","Flu"
"2030","New Jersey","Feb","Other",NA,239.0082221,0.3,0.51,"Northeast","Flu"
"2031","New Mexico","Feb","Other",2,1.961183208,0.37,0.48,"West","Flu"
"2032","New York","Feb","Other",1.6,73.68388955,0.28,0.53,"Northeast","Flu"
"2033","North Carolina","Feb","Other",2.9,14.31538651,0.41,0.43,"South","Flu"
"2034","North Dakota","Feb","Other",1.6,0.958677566,0.5,0.33,"Midwest","Flu"
"2035","Ohio","Feb","Other",1.2,12.95973433,0.42,0.4,"Midwest","Flu"
"2036","Oklahoma","Feb","Other",2.5,6.659794115,0.45,0.4,"South","Flu"
"2037","Oregon","Feb","Other",1.8,4.155484724,0.32,0.47,"West","Flu"
"2038","Pennsylvania","Feb","Other",1.5,20.06577421,0.39,0.46,"Northeast","Flu"
"2039","Rhode Island","Feb","Other",2.9,76.14119923,0.3,0.48,"Northeast","Flu"
"2040","South Carolina","Feb","Other",1.6,5.3850088,0.43,0.39,"South","Flu"
"2041","South Dakota","Feb","Other",1,1.262049066,0.53,0.37,"Midwest","Flu"
"2042","Tennessee","Feb","Other",3,6.072852984,0.48,0.36,"South","Flu"
"2043","Texas","Feb","Other",0.899999999999999,10.54462534,0.39,0.4,"South","Flu"
"2044","Utah","Feb","Other",2.3,2.180082271,0.54,0.3,"West","Flu"
"2045","Vermont","Feb","Other",1.59999999999999,2.607525138,0.29,0.57,"Northeast","Flu"
"2046","Virginia","Feb","Other",1.1,27.76231123,0.43,0.39,"South","Flu"
"2047","Washington","Feb","Other",3.7,19.93651437,0.33,0.44,"West","Flu"
"2048","West Virginia","Feb","Other",3,1.236393075,0.43,0.41,"South","Flu"
"2049","Wisconsin","Feb","Other",3.2,6.661818316,0.42,0.42,"Midwest","Flu"
"2050","Wyoming","Feb","Other",0.899999999999999,0.22154369,0.57,0.25,"West","Flu"
"2051","Alabama","Mar","Other",0,3.018660098,0.52,0.35,"South","Far"
"2052","Alaska","Mar","Other",2,0.35448557,0.39,0.32,"West","Far"
"2053","Arizona","Mar","Other",2.6,6.38950388,0.4,0.39,"West","Far"
"2054","Arkansas","Mar","Other",2.5,2.11362458,0.46,0.38,"South","Far"
"2055","California","Mar","Other",0.700000000000003,73.78105185,0.3,0.49,"West","Far"
"2056","Colorado","Mar","Other",3.1,3.70629519,0.41,0.42,"West","Far"
"2057","Connecticut","Mar","Other",0,68.6509804,0.32,0.5,"Northeast","Far"
"2058","Delaware","Mar","Other",0,40.48695652,0.29,0.55,"South","Far"
"2059","Florida","Mar","Other",3.3,22.20356687,0.37,0.44,"South","Far"
"2060","Georgia","Mar","Other",0,14.4075174,0.41,0.41,"South","Far"
"2061","Hawaii","Mar","Other",2.2,166.1872957,0.28,0.51,"West","Far"
"2062","Idaho","Mar","Other",5.8,0.779833477,0.49,0.32,"West","Far"
"2063","Illinois","Mar","Other",0.399999999999999,25.04246937,0.33,0.48,"Midwest","Far"
"2064","Indiana","Mar","Other",1.90000000000001,8.444828548,0.42,0.37,"Midwest","Far"
"2065","Iowa","Mar","Other",1.40000000000001,3.037118568,0.41,0.4,"Midwest","Far"
"2066","Kansas","Mar","Other",0.299999999999997,2.302396636,0.46,0.31,"Midwest","Far"
"2067","Kentucky","Mar","Other",2.2,3.413973623,0.44,0.43,"South","Far"
"2068","Louisiana","Mar","Other",0.200000000000003,4.357985585,0.41,0.43,"South","Far"
"2069","Maine","Mar","Other",1.2,1.247594363,0.36,0.47,"Northeast","Far"
"2070","Maryland","Mar","Other",2.1,80.86680307,0.31,0.55,"South","Far"
"2071","Massachusetts","Mar","Other",1.1,116.1088288,0.27,0.56,"Northeast","Far"
"2072","Michigan","Mar","Other",1,11.64104424,0.34,0.47,"Midwest","Far"
"2073","Minnesota","Mar","Other",0.100000000000001,7.512591532,0.39,0.46,"Midwest","Far"
"2074","Mississippi","Mar","Other",0,1.45316963,0.44,0.42,"South","Far"
"2075","Missouri","Mar","Other",0,3.886702081,0.41,0.42,"Midwest","Far"
"2076","Montana","Mar","Other",0.600000000000001,0.525502212,0.49,0.3,"West","Far"
"2077","Nebraska","Mar","Other",0.5,1.385272769,0.47,0.36,"Midwest","Far"
"2078","Nevada","Mar","Other",3.1,4.805374934,0.37,0.46,"West","Far"
"2079","New Hampshire","Mar","Other",0.800000000000004,8.106143383,0.35,0.44,"Northeast","Far"
"2080","New Jersey","Mar","Other",NA,239.0082221,0.3,0.51,"Northeast","Far"
"2081","New Mexico","Mar","Other",1.5,1.961183208,0.37,0.48,"West","Far"
"2082","New York","Mar","Other",2.2,73.68388955,0.28,0.53,"Northeast","Far"
"2083","North Carolina","Mar","Other",0,14.31538651,0.41,0.43,"South","Far"
"2084","North Dakota","Mar","Other",2.2,0.958677566,0.5,0.33,"Midwest","Far"
"2085","Ohio","Mar","Other",2.4,12.95973433,0.42,0.4,"Midwest","Far"
"2086","Oklahoma","Mar","Other",3.1,6.659794115,0.45,0.4,"South","Far"
"2087","Oregon","Mar","Other",1,4.155484724,0.32,0.47,"West","Far"
"2088","Pennsylvania","Mar","Other",1.6,20.06577421,0.39,0.46,"Northeast","Far"
"2089","Rhode Island","Mar","Other",0.799999999999997,76.14119923,0.3,0.48,"Northeast","Far"
"2090","South Carolina","Mar","Other",1.2,5.3850088,0.43,0.39,"South","Far"
"2091","South Dakota","Mar","Other",1,1.262049066,0.53,0.37,"Midwest","Far"
"2092","Tennessee","Mar","Other",1.7,6.072852984,0.48,0.36,"South","Far"
"2093","Texas","Mar","Other",0.100000000000001,10.54462534,0.39,0.4,"South","Far"
"2094","Utah","Mar","Other",0.5,2.180082271,0.54,0.3,"West","Far"
"2095","Vermont","Mar","Other",0,2.607525138,0.29,0.57,"Northeast","Far"
"2096","Virginia","Mar","Other",0,27.76231123,0.43,0.39,"South","Far"
"2097","Washington","Mar","Other",0.600000000000001,19.93651437,0.33,0.44,"West","Far"
"2098","West Virginia","Mar","Other",0,1.236393075,0.43,0.41,"South","Far"
"2099","Wisconsin","Mar","Other",0.200000000000003,6.661818316,0.42,0.42,"Midwest","Far"
"2100","Wyoming","Mar","Other",1.2,0.22154369,0.57,0.25,"West","Far"
"2101","Alabama","Apr","Other",0.399999999999999,3.018660098,0.52,0.35,"South","Far"
"2102","Alaska","Apr","Other",0.700000000000003,0.35448557,0.39,0.32,"West","Far"
"2103","Arizona","Apr","Other",0.799999999999997,6.38950388,0.4,0.39,"West","Far"
"2104","Arkansas","Apr","Other",0,2.11362458,0.46,0.38,"South","Far"
"2105","California","Apr","Other",1.8,73.78105185,0.3,0.49,"West","Far"
"2106","Colorado","Apr","Other",3,3.70629519,0.41,0.42,"West","Far"
"2107","Connecticut","Apr","Other",0,68.6509804,0.32,0.5,"Northeast","Far"
"2108","Delaware","Apr","Other",0,40.48695652,0.29,0.55,"South","Far"
"2109","Florida","Apr","Other",0.299999999999997,22.20356687,0.37,0.44,"South","Far"
"2110","Georgia","Apr","Other",0,14.4075174,0.41,0.41,"South","Far"
"2111","Hawaii","Apr","Other",2,166.1872957,0.28,0.51,"West","Far"
"2112","Idaho","Apr","Other",0,0.779833477,0.49,0.32,"West","Far"
"2113","Illinois","Apr","Other",0,25.04246937,0.33,0.48,"Midwest","Far"
"2114","Indiana","Apr","Other",0.299999999999997,8.444828548,0.42,0.37,"Midwest","Far"
"2115","Iowa","Apr","Other",0,3.037118568,0.41,0.4,"Midwest","Far"
"2116","Kansas","Apr","Other",1.6,2.302396636,0.46,0.31,"Midwest","Far"
"2117","Kentucky","Apr","Other",0.199999999999996,3.413973623,0.44,0.43,"South","Far"
"2118","Louisiana","Apr","Other",0,4.357985585,0.41,0.43,"South","Far"
"2119","Maine","Apr","Other",0,1.247594363,0.36,0.47,"Northeast","Far"
"2120","Maryland","Apr","Other",2.2,80.86680307,0.31,0.55,"South","Far"
"2121","Massachusetts","Apr","Other",2.3,116.1088288,0.27,0.56,"Northeast","Far"
"2122","Michigan","Apr","Other",1.2,11.64104424,0.34,0.47,"Midwest","Far"
"2123","Minnesota","Apr","Other",0.399999999999999,7.512591532,0.39,0.46,"Midwest","Far"
"2124","Mississippi","Apr","Other",1.1,1.45316963,0.44,0.42,"South","Far"
"2125","Missouri","Apr","Other",2.90000000000001,3.886702081,0.41,0.42,"Midwest","Far"
"2126","Montana","Apr","Other",0.100000000000001,0.525502212,0.49,0.3,"West","Far"
"2127","Nebraska","Apr","Other",0.300000000000004,1.385272769,0.47,0.36,"Midwest","Far"
"2128","Nevada","Apr","Other",1.1,4.805374934,0.37,0.46,"West","Far"
"2129","New Hampshire","Apr","Other",0,8.106143383,0.35,0.44,"Northeast","Far"
"2130","New Jersey","Apr","Other",NA,239.0082221,0.3,0.51,"Northeast","Far"
"2131","New Mexico","Apr","Other",0,1.961183208,0.37,0.48,"West","Far"
"2132","New York","Apr","Other",1.8,73.68388955,0.28,0.53,"Northeast","Far"
"2133","North Carolina","Apr","Other",0.399999999999999,14.31538651,0.41,0.43,"South","Far"
"2134","North Dakota","Apr","Other",0,0.958677566,0.5,0.33,"Midwest","Far"
"2135","Ohio","Apr","Other",2.2,12.95973433,0.42,0.4,"Midwest","Far"
"2136","Oklahoma","Apr","Other",0.899999999999999,6.659794115,0.45,0.4,"South","Far"
"2137","Oregon","Apr","Other",2.9,4.155484724,0.32,0.47,"West","Far"
"2138","Pennsylvania","Apr","Other",0,20.06577421,0.39,0.46,"Northeast","Far"
"2139","Rhode Island","Apr","Other",0.400000000000006,76.14119923,0.3,0.48,"Northeast","Far"
"2140","South Carolina","Apr","Other",0.400000000000006,5.3850088,0.43,0.39,"South","Far"
"2141","South Dakota","Apr","Other",3.5,1.262049066,0.53,0.37,"Midwest","Far"
"2142","Tennessee","Apr","Other",0,6.072852984,0.48,0.36,"South","Far"
"2143","Texas","Apr","Other",0,10.54462534,0.39,0.4,"South","Far"
"2144","Utah","Apr","Other",2.1,2.180082271,0.54,0.3,"West","Far"
"2145","Vermont","Apr","Other",0,2.607525138,0.29,0.57,"Northeast","Far"
"2146","Virginia","Apr","Other",0,27.76231123,0.43,0.39,"South","Far"
"2147","Washington","Apr","Other",1.3,19.93651437,0.33,0.44,"West","Far"
"2148","West Virginia","Apr","Other",0.5,1.236393075,0.43,0.41,"South","Far"
"2149","Wisconsin","Apr","Other",2.4,6.661818316,0.42,0.42,"Midwest","Far"
"2150","Wyoming","Apr","Other",0,0.22154369,0.57,0.25,"West","Far"
"2151","Alabama","May","Other",0,3.018660098,0.52,0.35,"South","Far"
"2152","Alaska","May","Other",0,0.35448557,0.39,0.32,"West","Far"
"2153","Arizona","May","Other",0,6.38950388,0.4,0.39,"West","Far"
"2154","Arkansas","May","Other",0,2.11362458,0.46,0.38,"South","Far"
"2155","California","May","Other",0,73.78105185,0.3,0.49,"West","Far"
"2156","Colorado","May","Other",0,3.70629519,0.41,0.42,"West","Far"
"2157","Connecticut","May","Other",0,68.6509804,0.32,0.5,"Northeast","Far"
"2158","Delaware","May","Other",0,40.48695652,0.29,0.55,"South","Far"
"2159","Florida","May","Other",0.200000000000003,22.20356687,0.37,0.44,"South","Far"
"2160","Georgia","May","Other",0,14.4075174,0.41,0.41,"South","Far"
"2161","Hawaii","May","Other",1.09999999999999,166.1872957,0.28,0.51,"West","Far"
"2162","Idaho","May","Other",0.799999999999997,0.779833477,0.49,0.32,"West","Far"
"2163","Illinois","May","Other",0,25.04246937,0.33,0.48,"Midwest","Far"
"2164","Indiana","May","Other",0,8.444828548,0.42,0.37,"Midwest","Far"
"2165","Iowa","May","Other",0,3.037118568,0.41,0.4,"Midwest","Far"
"2166","Kansas","May","Other",0,2.302396636,0.46,0.31,"Midwest","Far"
"2167","Kentucky","May","Other",5.3,3.413973623,0.44,0.43,"South","Far"
"2168","Louisiana","May","Other",0,4.357985585,0.41,0.43,"South","Far"
"2169","Maine","May","Other",1.9,1.247594363,0.36,0.47,"Northeast","Far"
"2170","Maryland","May","Other",2.3,80.86680307,0.31,0.55,"South","Far"
"2171","Massachusetts","May","Other",0,116.1088288,0.27,0.56,"Northeast","Far"
"2172","Michigan","May","Other",0,11.64104424,0.34,0.47,"Midwest","Far"
"2173","Minnesota","May","Other",0,7.512591532,0.39,0.46,"Midwest","Far"
"2174","Mississippi","May","Other",0,1.45316963,0.44,0.42,"South","Far"
"2175","Missouri","May","Other",0,3.886702081,0.41,0.42,"Midwest","Far"
"2176","Montana","May","Other",1.4,0.525502212,0.49,0.3,"West","Far"
"2177","Nebraska","May","Other",0,1.385272769,0.47,0.36,"Midwest","Far"
"2178","Nevada","May","Other",0,4.805374934,0.37,0.46,"West","Far"
"2179","New Hampshire","May","Other",0,8.106143383,0.35,0.44,"Northeast","Far"
"2180","New Jersey","May","Other",NA,239.0082221,0.3,0.51,"Northeast","Far"
"2181","New Mexico","May","Other",0,1.961183208,0.37,0.48,"West","Far"
"2182","New York","May","Other",0,73.68388955,0.28,0.53,"Northeast","Far"
"2183","North Carolina","May","Other",0,14.31538651,0.41,0.43,"South","Far"
"2184","North Dakota","May","Other",0,0.958677566,0.5,0.33,"Midwest","Far"
"2185","Ohio","May","Other",0,12.95973433,0.42,0.4,"Midwest","Far"
"2186","Oklahoma","May","Other",0,6.659794115,0.45,0.4,"South","Far"
"2187","Oregon","May","Other",0,4.155484724,0.32,0.47,"West","Far"
"2188","Pennsylvania","May","Other",1.3,20.06577421,0.39,0.46,"Northeast","Far"
"2189","Rhode Island","May","Other",5,76.14119923,0.3,0.48,"Northeast","Far"
"2190","South Carolina","May","Other",0,5.3850088,0.43,0.39,"South","Far"
"2191","South Dakota","May","Other",0.200000000000003,1.262049066,0.53,0.37,"Midwest","Far"
"2192","Tennessee","May","Other",0,6.072852984,0.48,0.36,"South","Far"
"2193","Texas","May","Other",0,10.54462534,0.39,0.4,"South","Far"
"2194","Utah","May","Other",3.4,2.180082271,0.54,0.3,"West","Far"
"2195","Vermont","May","Other",0,2.607525138,0.29,0.57,"Northeast","Far"
"2196","Virginia","May","Other",0,27.76231123,0.43,0.39,"South","Far"
"2197","Washington","May","Other",0.100000000000001,19.93651437,0.33,0.44,"West","Far"
"2198","West Virginia","May","Other",0,1.236393075,0.43,0.41,"South","Far"
"2199","Wisconsin","May","Other",0.100000000000001,6.661818316,0.42,0.42,"Midwest","Far"
"2200","Wyoming","May","Other",0,0.22154369,0.57,0.25,"West","Far"
